https://azureml-blobstore-afaa340e-8029-4073-bfbd-01de34e364bd/Garbage Dataset/cardboard/cardboard1.jpg,cardboard
https://azureml-blobstore-afaa340e-8029-4073-bfbd-01de34e364bd/Garbage Dataset/cardboard/cardboard10.jpg,cardboard
https://azureml-blobstore-afaa340e-8029-4073-bfbd-01de34e364bd/Garbage Dataset/cardboard/cardboard100.jpg,cardboard
https://azureml-blobstore-afaa340e-8029-4073-bfbd-01de34e364bd/Garbage Dataset/cardboard/cardboard101.jpg,cardboard
https://azureml-blobstore-afaa340e-8029-4073-bfbd-01de34e364bd/Garbage Dataset/cardboard/cardboard102.jpg,cardboard
https://azureml-blobstore-afaa340e-8029-4073-bfbd-01de34e364bd/Garbage Dataset/cardboard/cardboard103.jpg,cardboard
https://azureml-blobstore-afaa340e-8029-4073-bfbd-01de34e364bd/Garbage Dataset/cardboard/cardboard104.jpg,cardboard
https://azureml-blobstore-afaa340e-8029-4073-bfbd-01de34e364bd/Garbage Dataset/cardboard/cardboard105.jpg,cardboard
https://azureml-blobstore-afaa340e-8029-4073-bfbd-01de34e364bd/Garbage Dataset/cardboard/cardboard106.jpg,cardboard
https://azureml-blobstore-afaa340e-8029-4073-bfbd-01de34e364bd/Garbage Dataset/cardboard/cardboard107.jpg,cardboard
https://azureml-blobstore-afaa340e-8029-4073-bfbd-01de34e364bd/Garbage Dataset/cardboard/cardboard108.jpg,cardboard
https://azureml-blobstore-afaa340e-8029-4073-bfbd-01de34e364bd/Garbage Dataset/cardboard/cardboard109.jpg,cardboard
https://azureml-blobstore-afaa340e-8029-4073-bfbd-01de34e364bd/Garbage Dataset/cardboard/cardboard11.jpg,cardboard
https://azureml-blobstore-afaa340e-8029-4073-bfbd-01de34e364bd/Garbage Dataset/cardboard/cardboard110.jpg,cardboard
https://azureml-blobstore-afaa340e-8029-4073-bfbd-01de34e364bd/Garbage Dataset/cardboard/cardboard111.jpg,cardboard
https://azureml-blobstore-afaa340e-8029-4073-bfbd-01de34e364bd/Garbage Dataset/cardboard/cardboard112.jpg,cardboard
https://azureml-blobstore-afaa340e-8029-4073-bfbd-01de34e364bd/Garbage Dataset/cardboard/cardboard113.jpg,cardboard
https://azureml-blobstore-afaa340e-8029-4073-bfbd-01de34e364bd/Garbage Dataset/cardboard/cardboard114.jpg,cardboard
https://azureml-blobstore-afaa340e-8029-4073-bfbd-01de34e364bd/Garbage Dataset/cardboard/cardboard115.jpg,cardboard
https://azureml-blobstore-afaa340e-8029-4073-bfbd-01de34e364bd/Garbage Dataset/cardboard/cardboard116.jpg,cardboard
https://azureml-blobstore-afaa340e-8029-4073-bfbd-01de34e364bd/Garbage Dataset/cardboard/cardboard117.jpg,cardboard
https://azureml-blobstore-afaa340e-8029-4073-bfbd-01de34e364bd/Garbage Dataset/cardboard/cardboard118.jpg,cardboard
https://azureml-blobstore-afaa340e-8029-4073-bfbd-01de34e364bd/Garbage Dataset/cardboard/cardboard119.jpg,cardboard
https://azureml-blobstore-afaa340e-8029-4073-bfbd-01de34e364bd/Garbage Dataset/cardboard/cardboard12.jpg,cardboard
https://azureml-blobstore-afaa340e-8029-4073-bfbd-01de34e364bd/Garbage Dataset/cardboard/cardboard120.jpg,cardboard
https://azureml-blobstore-afaa340e-8029-4073-bfbd-01de34e364bd/Garbage Dataset/cardboard/cardboard121.jpg,cardboard
https://azureml-blobstore-afaa340e-8029-4073-bfbd-01de34e364bd/Garbage Dataset/cardboard/cardboard122.jpg,cardboard
https://azureml-blobstore-afaa340e-8029-4073-bfbd-01de34e364bd/Garbage Dataset/cardboard/cardboard123.jpg,cardboard
