gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard1.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard10.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard100.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard101.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard102.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard103.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard104.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard105.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard106.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard107.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard108.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard109.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard11.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard110.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard111.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard112.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard113.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard114.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard115.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard116.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard117.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard118.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard119.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard12.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard120.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard121.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard122.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard123.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard124.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard125.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard126.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard127.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard128.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard129.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard13.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard130.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard131.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard132.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard133.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard134.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard135.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard136.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard137.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard138.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard139.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard14.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard140.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard141.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard142.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard143.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard144.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard145.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard146.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard147.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard148.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard149.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard15.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard150.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard151.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard152.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard153.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard154.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard155.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard156.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard157.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard158.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard159.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard16.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard160.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard161.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard162.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard163.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard164.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard165.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard166.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard167.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard168.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard169.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard17.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard170.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard171.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard172.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard173.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard174.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard175.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard176.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard177.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard178.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard179.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard18.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard180.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard181.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard182.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard183.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard184.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard185.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard186.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard187.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard188.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard189.jpg,cardboard
gs://cloud-ai-platform-54bd831b-8d3c-431d-acbc-4f155b670016/Garbage classification/cardboard/cardboard19.jpg,cardboard
